material_id,formula,band_gap,elements,nelements,nsites,volume,density,formation_energy_per_atom,energy_above_hull,is_stable
mp-1222711,Li2GeTeO6,3.047,"['Ge', 'Li', 'O', 'Te']",4,10,109.02474220222857,4.723365621317045,-2.013020709833333,0.0,True
mp-720254,Li2H4(SO4)3,5.8773,"['H', 'Li', 'O', 'S']",4,84,1069.893204111013,1.9003526613096176,-1.809534580436508,0.0,True
mp-2724101,Li2HfO3,4.0572,"['Hf', 'Li', 'O']",3,6,64.82327898758504,6.157419284213596,-3.1704083286111118,0.0,True
mp-1222810,Li2InP2HO8,3.921,"['H', 'In', 'Li', 'O', 'P']",5,28,312.69798638801194,3.394920588452941,-2.48351130777636,0.0,True
mp-1211252,Li2La(NO3)5,3.7234,"['La', 'Li', 'N', 'O']",4,92,1158.4380121739448,2.6536330806570056,-1.449697932463769,0.0,True
mp-14646,Li2Mg2(SO4)3,5.6252,"['Li', 'Mg', 'O', 'S']",4,76,897.6210978920323,2.594936816652649,-2.379975309035087,0.0,True
mp-11189,Li2MgSiO4,4.677099999999999,"['Li', 'Mg', 'O', 'Si']",4,32,348.296262982281,2.4843056162577324,-2.952021454583333,0.0,True
mp-774752,Li2MgTi3O8,3.2916,"['Li', 'Mg', 'O', 'Ti']",4,56,603.4261007304179,3.409909553944672,-3.236714967440475,0.0,True
mp-1193172,Li2Mn(SO4)2,3.580027306156486,"['Li', 'Mn', 'O', 'S']",4,52,660.8983036371393,2.6225503790023725,-2.193901709969054,0.0,True
mp-1203394,Li2MnP2O7,4.3677,"['Li', 'Mn', 'O', 'P']",4,48,554.9887965238738,2.9054140281896768,-2.671244491990284,0.0,True
mp-18050,Li2MoO4,4.1184,"['Li', 'Mo', 'O']",3,42,559.8738745749837,3.0932063436232737,-2.2730669402380905,0.0,True
mp-1211215,Li2Nd(NO3)5,3.693,"['Li', 'N', 'Nd', 'O']",4,92,1137.4902244992777,2.7336634902458035,-1.4313096113768111,0.0,True
mp-25991,Li2Ni3(P2O7)2,4.0405,"['Li', 'Ni', 'O', 'P']",4,46,508.61842022451134,3.511941328760288,-2.3811227191407878,0.0,True
mp-21650,Li2NiGe3O8,3.0431,"['Ge', 'Li', 'Ni', 'O']",4,56,549.2815899573646,5.060573694666969,-2.114492098869047,0.0,True
mp-1960,Li2O,4.8986,"['Li', 'O']",2,3,25.196348792602333,1.9693024788017823,-2.0615979138888885,0.0,True
mp-555979,Li2Pr(NO3)5,3.6557,"['Li', 'N', 'O', 'Pr']",4,92,1088.4606776627147,2.8364536145457877,-1.4331043942753623,0.0,True
mp-1020013,Li2S2O7,5.5360000000000005,"['Li', 'O', 'S']",3,44,551.3443461606765,2.2890621985817035,-2.0959345735606054,0.0,True
mp-1222849,Li2ScP2HO8,4.7658000000000005,"['H', 'Li', 'O', 'P', 'Sc']",5,28,307.07709419147574,2.701495469794026,-2.8624295701573126,0.0,True
mp-4855,Li2SeO4,3.8324,"['Li', 'O', 'Se']",3,42,521.0679726623891,2.9988979981603507,-1.8510111950967316,0.0,True
mp-4117,Li2Si2O5,5.154,"['Li', 'O', 'Si']",3,18,201.80564733481847,2.4693450414502505,-3.015912327407407,0.0,True
mp-5012,Li2SiO3,5.0766,"['Li', 'O', 'Si']",3,12,116.13509258822238,2.572720379057695,-2.882894919444446,0.0,True
mp-1211322,Li2Sm(NO3)5,3.6913,"['Li', 'N', 'O', 'Sm']",4,92,1119.4024896635356,2.8141372191039573,-1.4287930713768124,0.0,True
mp-1195757,Li2Sn(H5O4)2,5.0385,"['H', 'Li', 'O', 'Sn']",4,42,322.8453958726273,2.784320109239316,-1.5561234963888888,0.0,True
mp-3540,Li2SnO3,3.1273000000000004,"['Li', 'O', 'Sn']",3,24,237.67296621645065,5.046885850551065,-2.224686791527778,0.0,True
mp-561011,Li2Ta2(OF2)3,3.8336,"['F', 'Li', 'O', 'Ta']",4,39,592.8358858315796,4.518866539399761,-3.4742364612564107,0.0,True
mp-27811,Li2Te2O5,3.484700000000001,"['Li', 'O', 'Te']",3,36,498.756941256429,4.648832083854654,-1.849478041666669,0.0,True
mp-27231,Li2TeO3,3.6614,"['Li', 'O', 'Te']",3,24,323.23583069311246,3.8936187762612375,-2.021365671805556,0.0,True
mp-774797,Li2Ti3ZnO8,3.1268,"['Li', 'O', 'Ti', 'Zn']",4,56,602.6922485053673,3.867060881097473,-3.055663913869047,0.0,True
mp-2931,Li2TiO3,3.0338000000000003,"['Li', 'O', 'Ti']",3,24,210.4967018964505,3.4630378844458267,-2.9819544033333343,0.0,True
mp-6332,Li2TiSiO5,3.2153,"['Li', 'O', 'Si', 'Ti']",4,18,188.40023243956935,2.9937525790871207,-3.102775733333333,0.0,True
mp-19260,Li2WO4,3.968,"['Li', 'O', 'W']",3,14,144.13792360917915,6.0302744762786125,-2.352370269523809,0.0,True
mp-8184,Li2ZnGeO4,3.1053,"['Ge', 'Li', 'O', 'Zn']",4,16,181.59026295780683,3.949087033157844,-2.225629343333333,0.0,True
mp-17288,Li2ZnSiO4,3.7869,"['Li', 'O', 'Si', 'Zn']",4,32,346.73673630048285,3.2828755497587765,-2.641684768020833,0.0,True
mp-4156,Li2ZrO3,3.7336,"['Li', 'O', 'Zr']",3,12,120.75560586356808,4.210744567883356,-3.040215971111112,0.0,True
mp-6765,Li3AlGeO5,3.9692,"['Al', 'Ge', 'Li', 'O']",4,40,432.1707795084969,3.080643316591395,-2.632445784,0.0,True
mp-1020023,Li3AlSiO5,4.7208000000000006,"['Al', 'Li', 'O', 'Si']",4,40,408.0703734093938,2.537371343778922,-2.9747119095000003,0.0,True
mp-9197,Li3AsO4,4.1268,"['As', 'Li', 'O']",3,16,165.1524445123854,3.212282625769304,-2.2690334671875,0.0,True
mp-1020014,Li3B11O18,5.5447,"['B', 'Li', 'O']",3,128,1374.3312453565309,2.067238715772378,-2.8175915194010424,0.0,True
mp-1199091,Li3B5(HO5)2,5.834160522525828,"['B', 'H', 'Li', 'O']",4,80,707.9621788347304,2.2225005315458275,-2.571589393666668,0.0,True
mp-16828,Li3B7O12,5.6047,"['B', 'Li', 'O']",3,44,409.98662575062383,2.3369228916921307,-2.817122843371212,0.0,True
mp-27275,Li3BO3,5.1473,"['B', 'Li', 'O']",3,28,238.31477364693828,2.21945752200747,-2.5554420863095237,0.0,True
mp-768820,Li3Bi(BO3)2,3.4538,"['B', 'Bi', 'Li', 'O']",4,48,537.9218731097694,4.2898978541947885,-2.465725820902778,0.0,True
mp-1211772,Li3Dy(NO3)6,3.0921000000000003,"['Dy', 'Li', 'N', 'O']",4,112,1459.5520723140714,2.527307863038814,-1.425532440059524,0.0,True
mp-1210935,Li3Dy3(TeO6)2,3.5476999999999994,"['Dy', 'Li', 'O', 'Te']",4,80,955.4751922111342,6.642438567969588,-2.7717576051666653,0.0,True
mp-559129,Li3Er(NO3)6,3.1386000000000003,"['Er', 'Li', 'N', 'O']",4,112,1483.5104910061038,2.5077998929868053,-1.4270854213392872,0.0,True
mp-1210989,Li3Er3(TeO6)2,4.234500000000001,"['Er', 'Li', 'O', 'Te']",4,80,902.6770324441956,7.13601332603696,-2.777452725791666,0.0,True
mp-17685,Li3GaGeO5,3.2656,"['Ga', 'Ge', 'Li', 'O']",4,40,445.0442016821331,3.629436095299061,-2.35187583725,0.0,True
mp-16996,Li3GaSiO5,3.6429,"['Ga', 'Li', 'O', 'Si']",4,40,419.5780251689341,3.144400942524832,-2.688300979,0.0,True
mp-559706,Li3Gd(BO3)2,3.1614,"['B', 'Gd', 'Li', 'O']",4,48,499.4091387597558,3.932704341478648,-2.9600034975694425,0.0,True
mp-1211542,Li3Ho3(TeO6)2,3.5705,"['Ho', 'Li', 'O', 'Te']",4,80,948.4468765533112,6.742721307113357,-2.7732375581666657,0.0,True
mp-6425,Li3In2(PO4)3,3.7684,"['In', 'Li', 'O', 'P']",4,40,485.68927967845855,3.660809340242461,-2.5862366378630943,0.0,True
mp-1212270,Li3Lu(NO3)6,3.0998,"['Li', 'Lu', 'N', 'O']",4,112,1424.0578171490367,2.648449484104152,-1.4205438260416687,0.0,True
mp-1211646,Li3Lu3(TeO6)2,3.1062,"['Li', 'Lu', 'O', 'Te']",4,80,918.3231630396842,7.181685946500624,-2.779064973291667,0.0,True
mp-27003,Li3Mo2(PO4)3,3.9179,"['Li', 'Mo', 'O', 'P']",4,40,496.3748929368844,3.3293892355276387,-2.565755580696428,0.0,True
mp-31488,Li3NbO4,3.7757,"['Li', 'Nb', 'O']",3,32,298.11228727832986,3.9598850028697385,-2.7170967846875,0.0,True
mp-677627,Li3Nd3(TeO6)2,3.1314,"['Li', 'Nd', 'O', 'Te']",4,80,1026.0560136597603,5.830936829946998,-2.7225383996666666,0.0,True
mp-557717,Li3Nd3(WO6)2,3.1808,"['Li', 'Nd', 'O', 'W']",4,80,1009.5095081312692,6.666581625351733,-2.972712194625,0.0,True
mp-13725,Li3PO4,5.818099999999999,"['Li', 'O', 'P']",3,16,151.67443017472192,2.5354446605161662,-2.753226182455357,0.0,True
mp-13772,Li3Pr2(BO3)3,4.7278,"['B', 'Li', 'O', 'Pr']",4,68,731.3356346769252,4.350985270333476,-3.0807718174019603,0.0,True
mp-1211386,Li3Pr3(TeO6)2,3.1285000000000003,"['Li', 'O', 'Pr', 'Te']",4,80,1010.5082507831248,5.854901208098736,-2.706880546291668,0.0,True
mp-5769,Li3SbO4,3.0560000000000005,"['Li', 'O', 'Sb']",3,16,149.67360981603022,4.583776092559978,-2.2137175437499943,0.0,True
mp-6565,Li3Sc2(PO4)3,4.7407,"['Li', 'O', 'P', 'Sc']",4,80,991.4542811749336,2.6506132863818554,-3.121208874571429,0.0,True
mp-1211256,Li3Sm3(TeO6)2,3.1696000000000004,"['Li', 'O', 'Sm', 'Te']",4,80,1000.9407111436176,6.099040500556881,-2.744250561166666,0.0,True
mp-3151,Li3TaO4,4.5667,"['Li', 'O', 'Ta']",3,32,296.3222794554519,5.957283335407522,-2.8499720124791663,0.0,True
mp-1212130,Li3Tb(NO3)6,3.089,"['Li', 'N', 'O', 'Tb']",4,112,1484.983323194969,2.4680371743554583,-1.4262591628273822,0.0,True
mp-1211213,Li3Tb3(TeO6)2,3.5219,"['Li', 'O', 'Tb', 'Te']",4,80,965.6761732850316,6.498508805846383,-2.769936556916666,0.0,True
mp-696949,Li3TeHO4,3.5927,"['H', 'Li', 'O', 'Te']",4,18,223.72559806835176,3.1682242188869068,-1.9420064519907407,0.0,True
mp-1212059,Li3Tm(NO3)6,3.0842,"['Li', 'N', 'O', 'Tm']",4,112,1438.1058422130632,2.5947147613712658,-1.4236292582142869,0.0,True
mp-1211248,Li3Tm3(TeO6)2,3.1184,"['Li', 'O', 'Te', 'Tm']",4,80,932.3041838300556,6.945046975841197,-2.780409775791669,0.0,True
mp-19219,Li3VO4,4.0337,"['Li', 'O', 'V']",3,16,167.1456517911135,2.6975068595904634,-2.502745246250001,0.0,True
mp-1212171,Li3Y(NO3)6,3.0974,"['Li', 'N', 'O', 'Y']",4,112,1480.0635706022715,2.162010907609864,-1.4211551403571443,0.0,True
mp-1211226,Li3Y3(TeO6)2,3.2219999999999995,"['Li', 'O', 'Te', 'Y']",4,80,960.5329644363586,5.080735292117331,-2.7510554897916664,0.0,True
mp-1211214,Li4Be3As3BrO12,3.8547,"['As', 'Be', 'Br', 'Li', 'O']",5,46,595.6064122809333,3.074931429823289,-2.309493915253623,0.0,True
mp-560072,Li4Be3As3ClO12,4.4494,"['As', 'Be', 'Cl', 'Li', 'O']",5,46,583.3769910761571,2.886338779861115,-2.329686358514492,0.0,True
mp-554560,Li4Be3P3BrO12,5.864999999999999,"['Be', 'Br', 'Li', 'O', 'P']",5,46,545.8084266671908,2.553251648156164,-2.822516143576604,0.0,True
mp-1211168,Li4Be3P3IO12,5.3771,"['Be', 'I', 'Li', 'O', 'P']",5,46,560.4897997610068,2.7648647647316977,-2.7901689007505173,0.0,True
mp-557467,Li4Ca(BO3)2,4.7254,"['B', 'Ca', 'Li', 'O']",4,26,266.40948037739867,2.3119615675933534,-2.7781162866666667,0.0,True
mp-4558,Li4GeO4,4.0961,"['Ge', 'Li', 'O']",3,18,170.01121327561134,3.2114973422417217,-2.2978871192592587,0.0,True
mp-19117,Li4MoO5,3.1667000000000005,"['Li', 'Mo', 'O']",3,20,174.0732240356345,3.8863354286909626,-2.261947287833334,0.0,True
mp-28450,Li4P2O7,5.6108,"['Li', 'O', 'P']",3,26,280.94450281920024,2.384406091795679,-2.743522603278388,0.0,True
mp-11737,Li4SiO4,4.7841000000000005,"['Li', 'O', 'Si']",3,18,162.632576544714,2.4473668938282644,-2.674883012592591,0.0,True
mp-4804,Li4TeO5,3.800300000000001,"['Li', 'O', 'Te']",3,20,180.3598335425996,4.3338489299256295,-2.104244935500001,0.0,True
mp-9172,Li4TiO4,4.5573,"['Li', 'O', 'Ti']",3,18,176.6800354881907,2.6246173745431527,-2.7075447612962966,0.0,True
mp-555377,Li4WO5,3.8894,"['Li', 'O', 'W']",3,20,187.3717111124429,5.168494754745133,-2.370661098833333,0.0,True
mp-15960,Li5AlO4,4.662000000000001,"['Al', 'Li', 'O']",3,80,722.9102622621566,2.3095914763835164,-2.496202980041666,0.0,True
mp-19511,Li5FeO4,3.0546,"['Fe', 'Li', 'O']",3,80,751.988598400936,2.7301725409511324,-2.042025744666668,0.0,True
mp-4657,Li5GaO4,3.763,"['Ga', 'Li', 'O']",3,80,748.4543686082561,2.9893850659336745,-2.216491645416666,0.0,True
mp-1211142,Li5IO6,3.6729,"['I', 'Li', 'O']",3,36,316.3516938433656,4.056541689293984,-1.8997626893055584,0.0,True
mp-755013,Li5TaO5,3.7143,"['Li', 'O', 'Ta']",3,11,105.96739828323706,4.632917146359447,-2.653390367181819,0.0,True
mp-1211468,Li6Er(BO3)3,4.7747,"['B', 'Er', 'Li', 'O']",4,76,733.3080211062395,3.4902650368572554,-2.82316728868421,0.0,True
mp-772185,Li6Hf2O7,4.4135,"['Hf', 'Li', 'O']",3,30,302.9028911962269,5.59854311719304,-2.967999715666667,0.0,True
mp-12160,Li6Ho(BO3)3,4.7449,"['B', 'Ho', 'Li', 'O']",4,76,773.0039766920155,3.2910204443251176,-2.822621197631578,0.0,True
mp-1198049,Li6Nd(BO3)3,4.579306980335213,"['B', 'Li', 'Nd', 'O']",4,76,776.2185767185872,3.1003597549678905,-2.799694764473684,0.0,True
mp-1211541,Li6Sm(BO3)3,4.657500000000001,"['B', 'Li', 'O', 'Sm']",4,76,794.2055553291593,3.081310036162027,-2.8084338798684207,0.0,True
mp-1211340,Li6Tm(BO3)3,4.8191,"['B', 'Li', 'O', 'Tm']",4,76,761.097171470241,3.3774483078987263,-2.8252910592105267,0.0,True
mp-14704,Li6Y(BO3)3,4.7398,"['B', 'Li', 'O', 'Y']",4,76,779.3045472288478,2.6164424262284296,-2.814071734342105,0.0,True
mp-14495,Li6ZnO4,3.5116,"['Li', 'O', 'Zn']",3,22,193.3885738258328,2.93750059293734,-2.0364381918181818,0.0,True
mp-5418,Li6Zr2O7,3.9436,"['Li', 'O', 'Zr']",3,30,311.3381799689448,3.585106353619572,-2.8654164623333336,0.0,True
mp-28030,Li8Nb2O9,3.2086,"['Li', 'Nb', 'O']",3,76,724.6014483078615,3.532228214065029,-2.6278196602192976,0.0,True
mp-28549,Li8SiO6,4.4497,"['Li', 'O', 'Si']",3,30,263.7065132024989,2.2619786860235043,-2.4350391874444446,0.0,True
mp-4527,Li8SnO6,3.813400000000001,"['Li', 'O', 'Sn']",3,15,129.97331326856437,3.4525147330739525,-2.143005662111111,0.0,True
mp-26975,Li9Cr3P8O29,3.2574,"['Cr', 'Li', 'O', 'P']",4,98,1150.4252750498797,2.685412577313761,-2.701587921676384,0.0,True
mp-530399,LiAl5O8,5.2491,"['Al', 'Li', 'O']",3,56,492.71254483057214,3.6377099104716346,-3.350604872559512,0.0,True
mp-1222525,LiAlGeO4,4.7379,"['Al', 'Ge', 'Li', 'O']",4,42,502.14457216033776,3.3841461935222394,-2.71391904690476,0.0,True
mp-18220,LiAlSiO4,5.054499999999999,"['Al', 'Li', 'O', 'Si']",4,42,466.8768567359054,2.6889825372244345,-3.2104819657142865,0.0,True
mp-1192746,LiAs2H3O7,3.3012089773839053,"['As', 'H', 'Li', 'O']",4,26,262.78136455878723,3.435105552096552,-1.6417370128525732,0.0,True
mp-1203059,LiAs3H2O9,3.8544,"['As', 'H', 'Li', 'O']",4,60,732.802571341703,3.423637767857444,-1.6584136003888896,0.0,True
mp-9657,LiAsO3,3.3858,"['As', 'Li', 'O']",3,10,94.39200396968975,4.5690084509796005,-1.984634626166666,0.0,True
mp-1020060,LiB(S2O7)2,5.51,"['B', 'Li', 'O', 'S']",4,160,2251.905429020721,2.182704213145336,-1.9081729228749995,0.0,True
mp-504354,LiBi(PO3)4,5.117299999999999,"['Bi', 'Li', 'O', 'P']",4,36,450.28945710368833,3.9223216070706974,-2.5650998892724868,0.0,True
mp-554324,LiCa9Mn(PO4)7,4.290800000000001,"['Ca', 'Li', 'Mn', 'O', 'P']",5,92,1182.9156049917883,3.052860113764219,-3.220385979538356,0.0,True
mp-561237,LiCaBO3,5.040100000000001,"['B', 'Ca', 'Li', 'O']",4,48,510.0267256753869,2.756433760772393,-3.011904808333334,0.0,True
mp-697926,LiCd2HSe2O7,3.5104,"['Cd', 'H', 'Li', 'O', 'Se']",5,52,724.5592877416668,4.608213490988434,-1.5271339347516018,0.0,True
mp-30301,LiClO4,5.7447,"['Cl', 'Li', 'O']",3,24,276.3525149147863,2.5571311838343096,-1.00801586513889,0.0,True
mp-26015,LiCo(PO3)3,3.2647,"['Co', 'Li', 'O', 'P']",4,56,706.0085250731246,2.848661121364643,-2.502126885518707,0.0,True
mp-758022,LiCoPO4,3.2239,"['Co', 'Li', 'O', 'P']",4,28,357.8669246750206,2.985359227631822,-2.404089948282313,0.0,True
mp-770839,LiCr(CO3)2,3.0397,"['C', 'Cr', 'Li', 'O']",4,40,382.2550766241282,3.1095634428093777,-2.0931757773333333,0.0,True
mp-18793,LiCrO2,3.116940080407897,"['Cr', 'Li', 'O']",3,4,35.06364171960439,4.306529707465477,-2.408621853333333,0.0,True
mp-1192153,LiDy(WO4)2,3.78681790878995,"['Dy', 'Li', 'O', 'W']",4,24,304.8567801768462,7.245706884596237,-2.6626367966666664,0.0,True
mp-1211233,LiDy6B3O14,4.7578,"['B', 'Dy', 'Li', 'O']",4,96,1165.4072446859025,7.057977268575434,-3.6007797867013864,0.0,True
mp-976726,LiDyO2,4.5644,"['Dy', 'Li', 'O']",3,16,196.79998215359103,6.798753826600938,-3.288713784999998,0.0,True
mp-1192111,LiEr(WO4)2,3.7954208445048354,"['Er', 'Li', 'O', 'W']",4,24,301.04626107798106,7.38992031933897,-2.6698821298611115,0.0,True
mp-10970,LiErO2,4.1087,"['Er', 'Li', 'O']",3,16,198.4969564218786,6.899877348984506,-3.3216714470833324,0.0,True
mp-26003,LiFe(PO3)3,4.067,"['Fe', 'Li', 'O', 'P']",4,56,714.8121874703676,2.7848808369828677,-2.553984804090136,0.0,True
mp-27007,LiFe2P3O10,3.6982,"['Fe', 'Li', 'O', 'P']",4,32,370.0116657405383,3.3348522813751345,-2.479408053891369,0.0,True
mp-777049,LiFeBO3,3.1611,"['B', 'Fe', 'Li', 'O']",4,24,244.2700306320908,3.306399555781034,-2.3321406179166666,0.0,True
mp-943462,LiFeHSO5,3.9755,"['Fe', 'H', 'Li', 'O', 'S']",5,36,360.2453725823524,3.242408437098204,-1.9150350907870384,0.0,True
mp-19017,LiFePO4,3.9224,"['Fe', 'Li', 'O', 'P']",4,28,284.4983898633247,3.6831458081236113,-2.479896014710884,0.0,True
mp-1211020,LiGa(PO3)4,5.0657,"['Ga', 'Li', 'O', 'P']",4,72,979.428409975412,2.662155492087919,-2.6178914442724865,0.0,True
mp-1198930,LiGa(SeO3)2,4.2558,"['Ga', 'Li', 'O', 'Se']",4,40,577.2091507498374,3.804109265461819,-1.7200581528020833,0.0,True
mp-1222409,LiGaBH3O5,5.2238,"['B', 'Ga', 'H', 'Li', 'O']",5,22,235.55001731842145,2.403862868877068,-2.055774552159092,0.0,True
mp-5854,LiGaO2,3.1981,"['Ga', 'Li', 'O']",3,16,171.72218722098282,4.203040449421721,-2.3788747770833334,0.0,True
mp-18147,LiGaSiO4,4.0502,"['Ga', 'Li', 'O', 'Si']",4,42,508.0306152181572,3.3093810954281464,-2.7859732741666674,0.0,True
mp-6248,LiGd(PO3)4,3.4712,"['Gd', 'Li', 'O', 'P']",4,36,467.95277454880494,3.4071373293373366,-2.91949997510582,0.0,True
mp-21332,LiGdO2,3.2804,"['Gd', 'Li', 'O']",3,16,206.258860927632,6.317902200340463,-3.2138417527083334,0.0,True
mp-1201902,LiH2BrO5,3.0459,"['Br', 'H', 'Li', 'O']",4,36,433.3137191290748,2.588379683879627,-0.9441511695370374,0.0,True
mp-1195620,LiH2ClO5,5.565,"['Cl', 'H', 'Li', 'O']",4,36,384.3333267232464,2.150034569666133,-1.102835199814815,0.0,True
mp-27281,LiH3O2,4.741,"['H', 'Li', 'O']",3,12,88.35933737024503,1.5772465606284216,-1.5355394361805554,0.0,True
mp-23856,LiHO,4.0345,"['H', 'Li', 'O']",3,6,52.04577265552795,1.5281607775902926,-1.7789127198611103,0.0,True
mp-643458,LiHSO4,5.9636,"['H', 'Li', 'O', 'S']",4,28,337.13346564391213,2.0492207791790205,-1.93676992922619,0.0,True
mp-23843,LiHSeO3,4.3019,"['H', 'Li', 'O', 'Se']",4,24,315.4226291663756,2.8408688018144344,-1.6029393724045142,0.0,True
mp-1191729,LiHo(WO4)2,3.791129783678989,"['Ho', 'Li', 'O', 'W']",4,24,303.3012495313358,7.309479130036103,-2.666756416527777,0.0,True
mp-12645,LiHoO2,4.0322000000000005,"['Ho', 'Li', 'O']",3,16,202.555328126387,6.685270683853367,-3.2993611233333318,0.0,True
mp-23384,LiIO3,3.7255,"['I', 'Li', 'O']",3,40,567.1687177525457,4.259170282413769,-1.3859118691666663,0.0,True
mp-973966,LiIn(IO3)4,3.061300000000001,"['I', 'In', 'Li', 'O']",4,18,284.1810755323359,4.7994626000742375,-1.1476993794444443,0.0,True
mp-1190195,LiIn(WO4)2,3.3464087340337896,"['In', 'Li', 'O', 'W']",4,24,292.4875377573572,7.010716555301,-2.205425817083333,0.0,True
mp-8491,LiInP2O7,3.9726,"['In', 'Li', 'O', 'P']",4,22,290.41876892052835,3.3814981283582712,-2.6025876490259723,0.0,True
mp-7205,LiInSiO4,3.0287,"['In', 'Li', 'O', 'Si']",4,28,321.6198807029112,4.416308604478421,-2.652957972499999,0.0,True
mp-1188898,LiLa(CO3)2,5.175800000000001,"['C', 'La', 'Li', 'O']",4,20,225.1804687430689,3.921103902387043,-2.5962255888333345,0.0,True
mp-560866,LiLa(PO3)4,5.2141,"['La', 'Li', 'O', 'P']",4,36,487.3410282393997,3.1465763400633957,-2.9424519467724872,0.0,True
mp-1210919,LiLa(WO4)2,3.6807,"['La', 'Li', 'O', 'W']",4,24,333.3036047905282,6.392200872014548,-2.668482140694444,0.0,True
mp-1190882,LiLu(WO4)2,3.8008322370634566,"['Li', 'Lu', 'O', 'W']",4,24,296.18006526219403,7.5977657378648304,-2.68189497375,0.0,True
mp-754605,LiLuO2,4.5008,"['Li', 'Lu', 'O']",3,8,92.45560133069944,7.68370100665202,-3.38577283375,0.0,True
mp-1020109,LiMg3P3O11,5.3095,"['Li', 'Mg', 'O', 'P']",4,72,825.6532529094421,2.805765486449555,-2.9729691145701045,0.0,True
mp-1222638,LiMg4Al(MoO4)6,3.4516,"['Al', 'Li', 'Mg', 'Mo', 'O']",5,36,533.3228524134405,3.3961850707914616,-2.394198303148149,0.0,True
mp-1222672,LiMgAl(MoO4)3,3.5881009458791024,"['Al', 'Li', 'Mg', 'Mo', 'O']",5,36,515.7993148581244,3.464281464375321,-2.380107153796297,0.0,True
mp-558897,LiMgIn(MoO4)3,3.1865,"['In', 'Li', 'Mg', 'Mo', 'O']",5,36,560.9385871071171,3.7055496006808495,-2.187027366944445,0.0,True
mp-9625,LiMgPO4,5.4297,"['Li', 'Mg', 'O', 'P']",4,28,290.24941637283297,2.888396654107944,-2.9465851014965985,0.0,True
mp-560157,LiMgVO4,3.4826,"['Li', 'Mg', 'O', 'V']",4,14,157.4285633639763,3.083888522602418,-2.6590563954761897,0.0,True
mp-26019,LiMn(PO3)3,4.1567,"['Li', 'Mn', 'O', 'P']",4,56,738.2405405026598,2.688341424235116,-2.6337832480494945,0.0,True
mp-26977,LiMn2P3O10,3.7862,"['Li', 'Mn', 'O', 'P']",4,32,377.2601230103581,3.2548102380582766,-2.6215509486327493,0.0,True
mp-26005,LiMn6P7O24,3.5602,"['Li', 'Mn', 'O', 'P']",4,76,938.7095644868544,3.316343127223728,-2.5987176446952502,0.0,True
mp-18997,LiMnPO4,3.4115,"['Li', 'Mn', 'O', 'P']",4,28,313.6724648078604,3.3213782913211096,-2.633428733343891,0.0,True
mp-769319,LiNb(OF)2,3.1688,"['F', 'Li', 'Nb', 'O']",4,24,293.7503800869917,3.84041599422921,-3.170102649305557,0.0,True
mp-3731,LiNbO3,3.3358000000000003,"['Li', 'Nb', 'O']",3,40,429.06236195769645,4.577485857989899,-2.899517651666666,0.0,True
mp-18711,LiNd(PO3)4,5.9792000000000005,"['Li', 'Nd', 'O', 'P']",4,36,478.0438271772687,3.2448463800369907,-2.9257907024669305,0.0,True
mp-1211137,LiNd(WO4)2,3.6841,"['Li', 'Nd', 'O', 'W']",4,24,324.9002412102302,6.612080736845235,-2.642080600902778,0.0,True
mp-1185531,LiNd6B3O13F2,4.4538,"['B', 'F', 'Li', 'Nd', 'O']",5,50,668.145742714441,5.720228857443609,-3.5949516952333327,0.0,True
mp-1211241,LiNd6B3O14,4.4113,"['B', 'Li', 'Nd', 'O']",4,96,1296.3061685433472,5.783959906912467,-3.494287549930555,0.0,True
mp-26001,LiNi(PO3)3,4.7448,"['Li', 'Ni', 'O', 'P']",4,56,626.3500401905288,3.2084076824715844,-2.49768859694728,0.0,True
mp-17664,LiNi2P3O10,3.9647,"['Li', 'Ni', 'O', 'P']",4,32,349.75297555005744,3.582110384037557,-2.3824749510788683,0.0,True
mp-40575,LiNi2P4H3O14,4.3193,"['H', 'Li', 'Ni', 'O', 'P']",5,48,532.4288264481515,2.964346300797902,-2.232052715443948,0.0,True
mp-22417,LiNiPO4,3.9579,"['Li', 'Ni', 'O', 'P']",4,28,284.49204936523745,3.7497306949661926,-2.365048147210884,0.0,True
mp-24610,LiP(HO2)2,5.5778,"['H', 'Li', 'O', 'P']",4,32,341.0729522006862,2.023929544593483,-2.194765020684524,0.0,True
mp-757973,LiP4WO12,3.918,"['Li', 'O', 'P', 'W']",4,72,1064.7384269006643,3.160751583119796,-2.539725121355819,0.0,True
mp-1222447,LiP5Pb2O15,4.6531,"['Li', 'O', 'P', 'Pb']",4,46,685.758160693903,3.952802637354599,-2.5384341231107657,0.0,True
mp-29195,LiPO3,5.5612,"['Li', 'O', 'P']",3,60,703.0385066061369,2.435061441223094,-2.702727293428572,0.0,True
mp-22694,LiPPbO4,3.5252,"['Li', 'O', 'P', 'Pb']",4,56,731.4289297508659,5.61414111921415,-2.501715246139455,0.0,True
mp-559719,LiPr(SO4)2,5.2829,"['Li', 'O', 'Pr', 'S']",4,48,646.7715544048402,3.4914328343066208,-2.528643631666666,0.0,True
mp-18932,LiPr(WO4)2,3.6337,"['Li', 'O', 'Pr', 'W']",4,24,329.1883614154051,6.492310299867157,-2.638953635833334,0.0,True
mp-1211486,LiPr6B3O14,4.7893,"['B', 'Li', 'O', 'Pr']",4,96,1305.7945095144898,5.640167124005989,-3.465967741284721,0.0,True
